20260119225154,10.0.0.2,60181,10.0.0.1,5001,1,0.0-0.2,2432850,97313513,0.100,0,1655,0.000,1
20260119225155,10.0.0.2,60181,10.0.0.1,5001,1,0.2-0.4,2431380,97254713,0.102,0,1654,0.000,0
20260119225155,10.0.0.2,60181,10.0.0.1,5001,1,0.4-0.6,2429910,97195914,0.104,0,1653,0.000,0
20260119225155,10.0.0.2,60181,10.0.0.1,5001,1,0.6-0.8,2429910,97195914,0.102,0,1653,0.000,0
20260119225155,10.0.0.2,60181,10.0.0.1,5001,1,0.8-1.0,2431380,97254713,0.105,0,1654,0.000,0
20260119225155,10.0.0.2,60181,10.0.0.1,5001,1,1.0-1.2,2429910,97195914,0.101,0,1653,0.000,0
20260119225156,10.0.0.2,60181,10.0.0.1,5001,1,1.2-1.4,2431380,97254713,0.101,0,1654,0.000,1
20260119225156,10.0.0.2,60181,10.0.0.1,5001,1,1.4-1.6,2429910,97195914,0.101,0,1653,0.000,0
20260119225156,10.0.0.2,60181,10.0.0.1,5001,1,1.6-1.8,2429910,97195914,0.104,94,1747,5.381,0
20260119225156,10.0.0.2,60181,10.0.0.1,5001,1,1.8-2.0,2431380,97254713,0.104,130,1784,7.287,0
20260119225156,10.0.0.2,60181,10.0.0.1,5001,1,2.0-2.2,2429910,97195914,0.102,130,1783,7.291,0
20260119225157,10.0.0.2,60181,10.0.0.1,5001,1,2.2-2.4,2431380,97254713,0.104,130,1784,7.287,0
20260119225157,10.0.0.2,60181,10.0.0.1,5001,1,2.4-2.6,2429910,97195914,0.098,130,1783,7.291,0
20260119225157,10.0.0.2,60181,10.0.0.1,5001,1,2.6-2.8,2429910,97195914,0.101,130,1783,7.291,0
20260119225157,10.0.0.2,60181,10.0.0.1,5001,1,2.8-3.0,2431380,97254713,0.099,129,1783,7.235,0
20260119225157,10.0.0.2,60181,10.0.0.1,5001,1,3.0-3.2,2429910,97195914,0.104,130,1783,7.291,0
20260119225158,10.0.0.2,60181,10.0.0.1,5001,1,3.2-3.4,2431380,97254713,0.102,130,1784,7.287,0
20260119225158,10.0.0.2,60181,10.0.0.1,5001,1,3.4-3.6,2429910,97195914,0.101,130,1783,7.291,0
20260119225158,10.0.0.2,60181,10.0.0.1,5001,1,3.6-3.8,2429910,97195914,0.098,130,1783,7.291,0
20260119225158,10.0.0.2,60181,10.0.0.1,5001,1,3.8-4.0,2431380,97254713,0.100,130,1784,7.287,0
20260119225158,10.0.0.2,60181,10.0.0.1,5001,1,4.0-4.2,2429910,97195914,0.098,130,1783,7.291,0
20260119225159,10.0.0.2,60181,10.0.0.1,5001,1,4.2-4.4,2429910,97195914,0.106,129,1782,7.239,0
20260119225159,10.0.0.2,60181,10.0.0.1,5001,1,4.4-4.6,2431380,97254713,0.106,131,1785,7.339,0
20260119225159,10.0.0.2,60181,10.0.0.1,5001,1,4.6-4.8,2429910,97195914,0.105,130,1783,7.291,0
20260119225159,10.0.0.2,60181,10.0.0.1,5001,1,4.8-5.0,2431380,97254713,0.106,130,1784,7.287,0
20260119225159,10.0.0.2,60181,10.0.0.1,5001,1,5.0-5.2,2429910,97195914,0.103,129,1782,7.239,0
20260119225200,10.0.0.2,60181,10.0.0.1,5001,1,5.2-5.4,2431380,97254713,0.100,130,1784,7.287,0
20260119225200,10.0.0.2,60181,10.0.0.1,5001,1,5.4-5.6,2429910,97195914,0.100,130,1783,7.291,0
20260119225200,10.0.0.2,60181,10.0.0.1,5001,1,5.6-5.8,2429910,97195914,0.100,130,1783,7.291,0
20260119225200,10.0.0.2,60181,10.0.0.1,5001,1,5.8-6.0,2431380,97254713,0.105,130,1784,7.287,0
20260119225200,10.0.0.2,60181,10.0.0.1,5001,1,6.0-6.2,2429910,97195914,0.098,130,1783,7.291,0
20260119225201,10.0.0.2,60181,10.0.0.1,5001,1,6.2-6.4,2431380,97254713,0.110,130,1784,7.287,0
20260119225201,10.0.0.2,60181,10.0.0.1,5001,1,6.4-6.6,2429910,97195914,0.105,129,1782,7.239,0
