20260119230025,192.168.1.1,42888,10.0.0.1,5001,1,0.0-0.2,133770,5350773,0.000,0,91,0.000,0
20260119230025,192.168.1.1,42888,10.0.0.1,5001,1,0.2-0.4,130830,5233173,0.000,0,89,0.000,0
20260119230025,192.168.1.1,42888,10.0.0.1,5001,1,0.4-0.6,130830,5233173,0.000,0,89,0.000,0
20260119230025,192.168.1.1,42888,10.0.0.1,5001,1,0.6-0.8,130830,5233173,0.000,0,89,0.000,0
20260119230026,192.168.1.1,42888,10.0.0.1,5001,1,0.8-1.0,130830,5233173,0.000,0,89,0.000,0
20260119230026,192.168.1.1,42888,10.0.0.1,5001,1,1.0-1.2,130830,5233173,0.000,0,89,0.000,0
20260119230026,192.168.1.1,42888,10.0.0.1,5001,1,1.2-1.4,132300,5291973,0.000,0,90,0.000,0
20260119230026,192.168.1.1,42888,10.0.0.1,5001,1,1.4-1.6,130830,5233173,0.000,0,89,0.000,0
20260119230026,192.168.1.1,42888,10.0.0.1,5001,1,1.6-1.8,130830,5233173,0.000,0,89,0.000,0
20260119230027,192.168.1.1,42888,10.0.0.1,5001,1,1.8-2.0,130830,5233173,0.000,0,89,0.000,0
20260119230027,192.168.1.1,42888,10.0.0.1,5001,1,2.0-2.2,130830,5233173,0.000,0,89,0.000,0
20260119230027,192.168.1.1,42888,10.0.0.1,5001,1,2.2-2.4,130830,5233173,0.000,0,89,0.000,0
20260119230027,192.168.1.1,42888,10.0.0.1,5001,1,2.4-2.6,132300,5291973,0.000,0,90,0.000,0
20260119230027,192.168.1.1,42888,10.0.0.1,5001,1,2.6-2.8,130830,5233173,0.000,0,89,0.000,0
20260119230028,192.168.1.1,42888,10.0.0.1,5001,1,2.8-3.0,130830,5233173,0.000,0,89,0.000,0
20260119230028,192.168.1.1,42888,10.0.0.1,5001,1,3.0-3.2,130830,5233173,0.000,0,89,0.000,0
20260119230028,192.168.1.1,42888,10.0.0.1,5001,1,3.2-3.4,130830,5233173,0.000,0,89,0.000,0
20260119230028,192.168.1.1,42888,10.0.0.1,5001,1,3.4-3.6,130830,5233173,0.000,0,89,0.000,0
20260119230028,192.168.1.1,42888,10.0.0.1,5001,1,3.6-3.8,132300,5291973,0.000,0,90,0.000,0
20260119230029,192.168.1.1,42888,10.0.0.1,5001,1,3.8-4.0,130830,5233173,0.000,0,89,0.000,0
20260119230029,192.168.1.1,42888,10.0.0.1,5001,1,4.0-4.2,130830,5233173,0.000,0,89,0.000,0
20260119230029,192.168.1.1,42888,10.0.0.1,5001,1,4.2-4.4,130830,5233173,0.000,0,89,0.000,0
20260119230029,192.168.1.1,42888,10.0.0.1,5001,1,4.4-4.6,130830,5233173,0.000,0,89,0.000,0
20260119230029,192.168.1.1,42888,10.0.0.1,5001,1,4.6-4.8,130830,5233173,0.000,0,89,0.000,0
20260119230030,192.168.1.1,42888,10.0.0.1,5001,1,4.8-5.0,132300,5291973,0.000,0,90,0.000,0
20260119230030,192.168.1.1,42888,10.0.0.1,5001,1,5.0-5.2,130830,5233173,0.000,0,89,0.000,0
20260119230030,192.168.1.1,42888,10.0.0.1,5001,1,5.2-5.4,130830,5233173,0.000,0,89,0.000,0
20260119230030,192.168.1.1,42888,10.0.0.1,5001,1,5.4-5.6,130830,5233173,0.000,0,89,0.000,0
20260119230030,192.168.1.1,42888,10.0.0.1,5001,1,5.6-5.8,130830,5233173,0.000,0,89,0.000,0
20260119230031,192.168.1.1,42888,10.0.0.1,5001,1,5.8-6.0,130830,5233173,0.000,0,89,0.000,0
20260119230031,192.168.1.1,42888,10.0.0.1,5001,1,6.0-6.2,132300,5291973,0.000,0,90,0.000,0
20260119230031,192.168.1.1,42888,10.0.0.1,5001,1,6.2-6.4,130830,5233173,0.000,0,89,0.000,0
20260119230031,192.168.1.1,42888,10.0.0.1,5001,1,6.4-6.6,130830,5233173,0.000,0,89,0.000,0
20260119230031,192.168.1.1,42888,10.0.0.1,5001,1,6.6-6.8,130830,5233173,0.000,0,89,0.000,0
20260119230032,192.168.1.1,42888,10.0.0.1,5001,1,6.8-7.0,130830,5233173,0.000,0,89,0.000,0
20260119230032,192.168.1.1,42888,10.0.0.1,5001,1,7.0-7.2,130830,5233173,0.000,0,89,0.000,0
20260119230032,192.168.1.1,42888,10.0.0.1,5001,1,7.2-7.4,132300,5291973,0.000,0,90,0.000,0
20260119230032,192.168.1.1,42888,10.0.0.1,5001,1,7.4-7.6,130830,5233173,0.000,0,89,0.000,0
20260119230032,192.168.1.1,42888,10.0.0.1,5001,1,7.6-7.8,130830,5233173,0.000,0,89,0.000,0
20260119230033,192.168.1.1,42888,10.0.0.1,5001,1,7.8-8.0,129360,5174374,0.000,0,88,0.000,0
20260119230033,192.168.1.1,42888,10.0.0.1,5001,1,8.0-8.2,132300,5291973,0.000,0,90,0.000,0
20260119230033,192.168.1.1,42888,10.0.0.1,5001,1,8.2-8.4,130830,5233173,0.000,0,89,0.000,0
20260119230033,192.168.1.1,42888,10.0.0.1,5001,1,8.4-8.6,132300,5291973,0.000,0,90,0.000,0
20260119230033,192.168.1.1,42888,10.0.0.1,5001,1,8.6-8.8,130830,5233173,0.000,0,89,0.000,0
20260119230034,192.168.1.1,42888,10.0.0.1,5001,1,8.8-9.0,130830,5233173,0.000,0,89,0.000,0
